117;ALEMANIA;8112019;48312.6;20006;KN
118;ALEMANIA;22042991;1547319.51;2203082;LT
119;ALEMANIA;8081029;204134.96;309532.8;KN
120;ALEMANIA;22042163;101925.49;24408;LT
121;ALEMANIA;84212300;67904.6;23730;U
122;ALEMANIA;8083090;241012;368975.5;KN
123;ALEMANIA;2072710;393486.13;86400;KN
124;ALEMANIA;8083030;542034.5;743330;KN
125;ALEMANIA;12051010;595569.76;201206;KN
126;ALEMANIA;12091000;318833.68;66008.339;KN
127;ALEMANIA;4090090;3873366.25;943763.6;KN
128;ALEMANIA;44152010;393.5;21;U
129;ALEMANIA;22042151;6075;2025;LT
130;ALEMANIA;8133090;24801.64;4532;KN
131;ALEMANIA;3031310;342783.98;78093.42;KN
132;ALEMANIA;48194000;113.57;11.6438;KN
133;ALEMANIA;10079090;105.6;47.98;KN
134;ALEMANIA;90189090;99402.34;30;U
135;ALEMANIA;84129000;145;40;KN
136;ALEMANIA;84254200;10192.5;1;U
137;ALEMANIA;84713000;4594.38;5;U
138;ALEMANIA;90223000;198490.5;4;U
139;ALEMANIA;87085000;2214.65;9.23;KN
140;ALEMANIA;21012010;1464;200;KN
141;ALEMANIA;250100;1976000;0;KN
142;ALEMANIA;12119091;48925.72;6277.4;KN
143;ALEMANIA;28273930;669990.76;171000;KN
144;ALEMANIA;73090000;8000;5120;KN
145;ALEMANIA;12119050;47230.5;13991;KN
146;ALEMANIA;28100020;239101;390000;KN
147;ALEMANIA;22042156;3180.01;630;LT
148;ALEMANIA;22042992;860183.83;939024;LT
149;ALEMANIA;82059000;56.79;2.5918;KN
150;ALEMANIA;73261900;102.21;2.5918;KN
151;ALEMANIA;259900;1251934.46;0;KN
152;ALEMANIA;22042170;122618.11;32918;LT
153;ALEMANIA;84138100;5471.37;12.3;U
154;ALEMANIA;8023290;117915.4;8720;KN
155;ALEMANIA;20098990;68696.18;19404;KN
156;ALEMANIA;20029019;296633.38;235684;KN
157;ALEMANIA;3049959;25874.91;8500;KN
158;ALEMANIA;3048120;891007.66;106009;KN
159;ALEMANIA;14049010;92114.62;20000;KN
160;ALEMANIA;10059010;53159;24163.2;KN
161;ALEMANIA;85044000;23640.93;2;U
162;ALEMANIA;84834011;343.07;1;U
163;ALEMANIA;84717090;1875.44;5;U
164;ALEMANIA;84719090;3575.53;1;U
165;ALEMANIA;8093020;55785.34;19161;KN
166;ALEMANIA;87083090;4542.87;53.85;KN
167;ALEMANIA;12119099;96999.99;26214;KN
168;ALEMANIA;8083010;28140;42000;KN
169;ALEMANIA;84439100;12264.56;4.838;KN
170;ALEMANIA;2012000;34192.93;2404.76;KN
171;ALEMANIA;84716090;30.58;1;U
172;ANGOLA;2072790;22840;24000;KN
173;ANTIGUA Y BBUDA;22042148;9620;4329;LT
174;ANTIGUA Y BBUDA;44152010;240;16;U
175;ANTIGUA Y BBUDA;22042199;1600;720;LT
176;ANTIGUA Y BBUDA;22042161;2310;315;LT
177;ANTIGUA Y BBUDA;22042170;4200;1890;LT
178;ANTIGUA Y BBUDA;22042168;6050;2542.5;LT
179;ANTIGUA Y BBUDA;48193010;65371.78;39096;KN
180;ANTIGUA Y BBUDA;22042141;1150;225;LT
181;ANTILLAS NEERLANDESA;48101310;421;7.79;KN
182;ANTILLAS NEERLANDESA;22042199;6713.25;2673;LT
183;ANTILLAS NEERLANDESA;22042149;9765;3780;LT
184;ANTILLAS NEERLANDESA;22042141;25383.5;6898.5;LT
185;ANTILLAS NEERLANDESA;48119091;23932.45;8995.21;KN
186;ANTILLAS NEERLANDESA;22041000;2960;720;LT
187;ANTILLAS NEERLANDESA;22042167;3780;810;LT
188;ANTILLAS NEERLANDESA;22042148;1232;504;LT
189;ANTILLAS NEERLANDESA;22042161;8165.01;2835;LT
190;ANTILLAS NEERLANDESA;22042163;440;90;LT
191;ANTILLAS NEERLANDESA;22042170;2092.5;810;LT
192;ANTILLAS NEERLANDESA;22042168;11566.25;3208.5;LT
193;ANTILLAS NEERLANDESA;22042162;17439.53;6327;LT
194;ANTILLAS NEERLANDESA;22042142;24380.73;7456.5;LT
195;ANTILLAS NEERLANDESA;259900;56584;0;KN
196;ARABIA SAUDITA;8061099;97200;58320;KN
197;ARABIA SAUDITA;8083060;834437.77;740577.6;KN
198;ARABIA SAUDITA;38220000;4342.49;1.8;KN
199;ARABIA SAUDITA;62052010;22770;600;U
200;ARABIA SAUDITA;47031100;60804.34;101396;KN
201;ARABIA SAUDITA;8061019;569107.2;358867.2;KN
202;ARABIA SAUDITA;44071012;6676602;32984.481;MCUB
203;ARABIA SAUDITA;62113200;43837.5;728.18;KN
204;ARABIA SAUDITA;20029012;1577200.3;1501173;KN
205;ARABIA SAUDITA;8061039;708938;436550;KN
206;ARABIA SAUDITA;38089299;130143.47;18983.25;KN
207;ARABIA SAUDITA;8083070;87786.17;105462;KN
208;ARABIA SAUDITA;62034291;38745;1050;U
209;ARABIA SAUDITA;259900;1357.85;0;KN
210;ARABIA SAUDITA;8111090;141639;60480;KN
211;ARABIA SAUDITA;8081029;7122571.36;8636591.5;KN
212;ARABIA SAUDITA;13023910;9440.56;800;KN
213;ARABIA SAUDITA;8094019;1140027.39;817652.4;KN
214;ARABIA SAUDITA;8083090;117150;90336;KN
215;ARABIA SAUDITA;8081069;29326.5;39102;KN
216;ARGELIA;8081029;1079885.03;1234438.4;KN
217;ARGELIA;8021210;35266.27;4100;KN
218;ARGELIA;8062010;31649;21000;KN
219;ARGELIA;259900;2199.8;0;KN
220;ARGELIA;8023290;30332.73;5000;KN
221;ARGENTINA;54082300;57039.96;2328.52;KN
222;ARGENTINA;84313910;2480;34.62;KN
223;ARGENTINA;13021990;1066.5;10;KN
224;ARGENTINA;90258000;3552.67;3;U
225;ARGENTINA;85258030;7088;8;U
226;ARGENTINA;85392100;50.46;3;U
227;ARGENTINA;250100;6455.64;0;KN
228;ARGENTINA;44123200;26972.26;52.07;MCUB
229;ARGENTINA;90269000;7493.66;86.63;KN
230;ARGENTINA;84814000;217275.26;15569.58;KN
231;ARGENTINA;39172100;170712.46;69007.66;KN
232;ARGENTINA;16055950;72079;10194;KN
233;ARGENTINA;84834022;37127.77;3;U
234;ARGENTINA;49019939;11844;2664.32;KN
235;ARGENTINA;63053200;31650;5740;KN
236;ARGENTINA;76129000;10400.03;514;KN
237;ARGENTINA;31042000;282966.3;669200;KN
238;ARGENTINA;39211300;73943.34;8565.79;KN
239;ARGENTINA;7131090;28788.48;1999.2;KN
240;ARGENTINA;76151000;88270.14;8480.57;KN
241;ARGENTINA;85361010;1545.15;7.9;KN
242;ARGENTINA;17029090;32062.5;11250;KN
243;ARGENTINA;73101010;542271.73;408383.37;KN
244;ARGENTINA;84835000;45162.05;1539.92;U
245;ARGENTINA;39249000;134990.63;26542.66;KN
246;ARGENTINA;39221000;24349.15;4550;KN
247;ARGENTINA;3072911;100000;10000;KN
248;ARGENTINA;94041000;44052.48;14951.76;KN
249;ARGENTINA;73170090;928.62;359;KN
250;ARGENTINA;25030000;8424;27000;KN
251;ARGENTINA;76072010;14439.5;2445.3;KN
252;ARGENTINA;39239010;5200;1600;KN
253;ARGENTINA;39202010;382253.94;141079.46;KN
254;ARGENTINA;44119220;45240.8;50448.3;KN
255;ARGENTINA;73079900;15722.52;2483.6;KN
256;ARGENTINA;38241000;7857.76;6000;KN
257;ARGENTINA;19012010;11361.42;9000;KN
258;ARGENTINA;21069010;20800;10000;KN
259;ARGENTINA;29349990;78075;4500;KN
260;ARGENTINA;28042100;11186.45;12000;MCUB
261;ARGENTINA;20052000;115529.12;17616.48;KN
262;ARGENTINA;39174010;11554.16;709;KN
263;ARGENTINA;84339000;9633.23;236.3;KN
264;ARGENTINA;60011000;74690;7700;KN
265;ARGENTINA;39199020;14507.72;3924.04;KN
266;ARGENTINA;25239000;2700;450;KN
267;ARGENTINA;84749010;106916.52;11328;KN
268;ARGENTINA;47073000;20559.8;108000;KN
269;ARGENTINA;38021000;38096.54;3985;KN
270;ARGENTINA;39232110;8958.75;1251.25;KN
271;ARGENTINA;73182100;28.07;2.56;KN
272;ARGENTINA;83111090;752;20;KN
273;ARGENTINA;72254000;95169.59;51286.44;KN
274;ARGENTINA;39191030;5000;300;KN
275;ARGENTINA;85061010;124915.38;678320;U
276;ARGENTINA;85065090;6847.7;4320;U
277;ARGENTINA;63053329;15200;5440;KN
278;ARGENTINA;84733000;292.04;0.9;KN
279;ARGENTINA;54082200;34207.3;1875.57;KN
280;ARGENTINA;84079090;4428;36;U
281;ARGENTINA;84249000;5224.11;18.705;KN
282;ARGENTINA;85163300;5708;4;U
283;ARGENTINA;84717090;50;1;U
284;ARGENTINA;14049090;4201.65;200;KN
285;ARGENTINA;85076000;9391.94;125;U
286;ARGENTINA;85171200;9254.39;9;U
287;ARGENTINA;85285111;5496;4;U
288;ARGENTINA;8112029;79400;22000;KN
289;ARGENTINA;48194000;9120;230.28;KN
290;ARGENTINA;38249099;87901.44;37672;KN
291;ARGENTINA;25309000;15645;447000;KN
292;ARGENTINA;84879010;63538.01;923.322;KN
293;ARGENTINA;84811000;34536.03;521.4338;KN
294;ARGENTINA;84831090;79625.97;11;U
295;ARGENTINA;48114110;498316.76;150021.96;KN
296;ARGENTINA;48236910;52429.1;13927.7;KN
297;ARGENTINA;48052500;853172.56;1054503;KN
298;ARGENTINA;8054000;79488;105984;KN
299;ARGENTINA;60053210;190307.46;47369.1;KN
300;ARGENTINA;69039090;13950.2;3280;KN
301;ARGENTINA;32151100;2631.02;38.25;KN
302;ARGENTINA;85321000;30180.72;778.18;KN
303;ARGENTINA;70072900;207781.2;16416;MT2
304;ARGENTINA;44151010;177412.14;102000;U
305;ARGENTINA;44079910;18712.07;23.834;MCUB
306;ARGENTINA;3031310;59922.36;9987.06;KN
307;ARGENTINA;84819000;103711.84;1960.8155;KN
308;ARGENTINA;33049910;244272.64;59860.74;KN
309;ARGENTINA;33051000;5800.25;1305;KN
310;ARGENTINA;33071000;6020.81;883.2;KN
311;ARGENTINA;40169390;7220.39;61.03;KN
312;ARGENTINA;83099020;57416.25;3086.19;KN
313;ARGENTINA;69032010;9000;4855;KN
314;ARGENTINA;73072100;549.32;9.66;KN
315;ARGENTINA;84336010;27814.38;1;U
316;ARGENTINA;70200000;737.2;13.25;KN
317;ARGENTINA;32019000;8347.53;60;KN
318;ARGENTINA;63109000;4070;40000;KN
319;ARGENTINA;64062000;25798.74;2788.88;KN
320;ARGENTINA;60053310;66567.12;15388.1;KN
321;ARGENTINA;33021000;43124;4760;KN
322;ARGENTINA;70071900;497.21;10.07;MT2
323;ARGENTINA;39011020;41265.76;15000;KN
324;ARGENTINA;11082000;296872.5;114850;KN
325;ARGENTINA;85369090;12294.2;468.85;KN
326;ARGENTINA;73049000;14945.15;1093.16;KN
327;ARGENTINA;83099090;7751.26;4200;KN
328;ARGENTINA;35069120;454521.9;141970;KN
329;ARGENTINA;38089349;45849.15;16192;KN
330;ARGENTINA;84145900;2747.77;267;U
331;ARGENTINA;35051000;7970;2000;KN
332;ARGENTINA;73072300;2804.26;18.89;KN
333;ARGENTINA;85359020;247181.29;5074;KN
334;ARGENTINA;84713000;122559.25;1090;U
335;ARGENTINA;70109040;31971.89;22792;KN
336;ARGENTINA;21039010;60786.66;16360.8;KN
337;ARGENTINA;19049000;29331.75;46375;KN
338;ARGENTINA;39139000;8001.6;2000;KN
339;ARGENTINA;48043900;17800;2208.14;KN
340;ARGENTINA;70193900;6839.92;4000;KN
341;ARGENTINA;48182030;38500;17360;KN
342;ARGENTINA;73261900;29071.83;509.43;KN
343;ARGENTINA;90281090;7851.15;9;U
344;ARGENTINA;85392900;2364.93;10;U
345;ARGENTINA;94059900;13750;580;KN
346;ARGENTINA;34021900;2000;3200;KN
347;ARGENTINA;84833010;40777.15;4;U
348;ARGENTINA;64069000;2329.82;193.41;KN
349;ARGENTINA;90183990;24288;100000;U
350;ARGENTINA;82071920;3027;14.94;KN
351;ARGENTINA;47032910;66450.25;129155;KN
352;ARGENTINA;85446010;22035;1700;KN
353;ARGENTINA;47069200;13282;54000;KN
354;ARGENTINA;73259900;2963.93;71.6667;KN
355;ARGENTINA;70195100;2088.01;16.28;KN
356;ARGENTINA;16052911;273000;20000;KN
357;ARGENTINA;39211200;361451.84;75213.17;KN
358;ARGENTINA;39239020;25515;3037.5;KN
359;ARGENTINA;74199990;8313.6;608.1;KN
360;ARGENTINA;68118200;57983.2;191520;KN
361;ARGENTINA;28252000;100372.5;14500;KN
362;ARGENTINA;72027000;91927.5;6000;KN
363;ARGENTINA;39129000;28413.12;5952;KN
364;ARGENTINA;48059200;293596.95;469010;KN
365;ARGENTINA;85364990;9512.26;156.72;KN
366;ARGENTINA;35069900;43002.16;14281;KN
367;ARGENTINA;74031300;75261.3;11976.99;KN
368;ARGENTINA;13023910;44983;2750;KN
369;ARGENTINA;84833090;104582.97;6;U
370;ARGENTINA;60063200;14300;2000;KN
371;ARGENTINA;47072000;79999.6;216000;KN
372;ARGENTINA;39174030;2414.32;320;KN
373;ARGENTINA;8021210;379700;29000;KN
374;ARGENTINA;72292000;210338.8;135515;KN
375;ARGENTINA;90251900;419.4;20;U
376;ARGENTINA;85437090;393.03;3;U
377;ARGENTINA;95069990;3600;150;U
378;ARGENTINA;8105090;72352;45280;KN
379;ARGENTINA;85168000;206955.95;13500;U
380;ARGENTINA;84158300;2078.4;2;U
381;ARGENTINA;85333930;913.92;3.08;KN
382;ARGENTINA;84717019;100;1;U
383;ARGENTINA;84769000;862.81;97;KN
384;ARGENTINA;85442000;2008;2.58;KN
385;ARGENTINA;12099174;68621.54;277.938;KN
386;ARGENTINA;84849000;7698.73;27;KN
387;ARGENTINA;84719020;49946.45;31;U
388;ARGENTINA;84523000;2385.7;3.92;KN
389;ARGENTINA;85234910;63672;3;U
390;ARGENTINA;84679200;397.89;5.52;KN
391;ARGENTINA;84129000;199.05;1.4116;KN
392;ARGENTINA;90249000;4645;3.8462;KN
393;ARGENTINA;85176100;217117.99;4;U
394;ARGENTINA;42023100;16071.23;13.9308;KN
395;ARGENTINA;84718090;7421.24;9;U
396;ARGENTINA;48232000;96775;220.5;KN
397;ARGENTINA;44151090;58665.12;34000;U
398;ARGENTINA;16043200;39974.4;999.36;KN
399;ARGENTINA;3044120;1634889.13;207696.8;KN
400;ARGENTINA;3021410;3013831.71;550299.94;KN
401;ARGENTINA;3054160;56000;4000;KN
402;ARGENTINA;5119190;25200;18000;KN
403;ARGENTINA;29051100;733271.43;5500363;KN
404;ARGENTINA;28241000;9080;1000;KN
405;ARGENTINA;71069200;24622.5;161.4;KN
406;ARGENTINA;39239090;203765.26;15389.32;KN
407;ARGENTINA;39173910;129307.57;36614;KN
408;ARGENTINA;84219900;48716.45;509.14;KN
409;ARGENTINA;47032100;780683.36;1175411;KN
410;ARGENTINA;76072090;163053.97;24918.336;KN
411;ARGENTINA;70080000;425730.61;149500.02;KN
412;ARGENTINA;90321000;3798.43;490;U
413;ARGENTINA;20029012;1037649.64;919812;KN
414;ARGENTINA;73269000;85301.69;40282.6;KN
415;ARGENTINA;49019920;10770;702.5;KN
416;ARGENTINA;73182200;974.45;50.6;KN
417;ARGENTINA;73089000;145221.2;64608.99;KN
418;ARGENTINA;38160090;124393.21;122820;KN
419;ARGENTINA;39031100;953762;505400;KN
420;ARGENTINA;48191090;54264.32;42761;KN
421;ARGENTINA;11029000;20862;32000;KN
422;ARGENTINA;84223090;128362.9;1;U
423;ARGENTINA;84224000;427876.35;1;U
424;ARGENTINA;39173290;44929.49;2587;KN
425;ARGENTINA;21069020;725760;216000;KN
426;ARGENTINA;48237000;101183.06;99306.36;KN
427;ARGENTINA;73199000;1861.22;27.669;KN
428;ARGENTINA;12119082;27000;20000;KN
429;ARGENTINA;83111010;95433.99;38461.7;KN
430;ARGENTINA;39162000;744.94;151.78;KN
431;ARGENTINA;84439930;73062.55;1477.37;KN
432;ARGENTINA;39202020;15303.6;3369.6;KN
433;ARGENTINA;90314990;9728.2;1;U
434;ARGENTINA;85041000;22275.2;9320;U
435;ARGENTINA;20081900;311150;24500;KN
436;ARGENTINA;73151900;736.39;14.7;KN
437;ARGENTINA;40101200;83750;14164;KN
438;ARGENTINA;84139200;1200;10.5;KN
439;ARGENTINA;85399000;76537;2194.35;KN
440;ARGENTINA;85235900;164.2;20;U
441;ARGENTINA;85369013;1579.8;12.42;KN
442;ARGENTINA;83025000;1747.5;13.74;KN
443;ARGENTINA;40169910;4243.88;795.76;KN
444;ARGENTINA;12119020;30600;17000;KN
445;ARGENTINA;84099990;6667.56;28.78;KN
446;ARGENTINA;85311090;40104.8;90690;U
447;ARGENTINA;38089299;15102;16000;KN
448;ARGENTINA;90262090;466.5;2;U
449;ARGENTINA;90309000;3192;3;KN
450;ARGENTINA;84314110;5981;29.28;KN
451;ARGENTINA;37079090;517.87;239;KN
452;ARGENTINA;84135000;2595.71;1;U
453;ARGENTINA;22042168;2317.68;130.5;LT
454;ARGENTINA;90318000;4550;1;U
455;ARGENTINA;73261110;2516389.41;2479600;KN
456;ARGENTINA;33042000;3785.01;840;KN
457;ARGENTINA;84189900;108162.3;19240.3472;KN
458;ARGENTINA;84139100;146577.26;4256.1723;KN
459;ARGENTINA;73181500;28482.17;913.11;KN
460;ARGENTINA;39269090;56239.29;5965.364;KN
461;ARGENTINA;16041911;189997;73848;KN
462;ARGENTINA;39206100;479739.3;101569.24;KN
463;ARGENTINA;90322000;81795.46;4685;U
464;ARGENTINA;83099010;134116.31;5726.2;KN
465;ARGENTINA;45031000;27960.24;1368.52;KN
466;ARGENTINA;25081000;64914;88486;KN
467;ARGENTINA;23012012;105000;50000;KN
468;ARGENTINA;25111000;70932.4;308000;KN
469;ARGENTINA;74081190;175877.27;25370;KN
470;ARGENTINA;21032010;155596.6;116910;KN
471;ARGENTINA;44160020;354990.35;22386;KN
472;ARGENTINA;73072900;2590.08;45.21;KN
473;ARGENTINA;39173210;19338.42;7871.6;KN
474;ARGENTINA;84359000;4324.87;260;KN
475;ARGENTINA;47031100;69567.92;100398;KN
476;ARGENTINA;3048120;560404.4;74188;KN
477;ARGENTINA;15179090;83804.59;13121;KN
478;ARGENTINA;44101200;102934.51;193018;KN
479;ARGENTINA;84671110;42659.61;5;U
480;ARGENTINA;84314390;245068.6;15714.56;KN
481;ARGENTINA;7129040;5280;600;KN
482;ARGENTINA;85340000;2449.17;0.3;KN
483;ARGENTINA;87084030;2907652.63;216964;KN
484;ARGENTINA;39059100;19123.74;600;KN
485;ARGENTINA;38029010;203939.66;297370;KN
486;ARGENTINA;73202000;47923.03;12422.87;KN
487;ARGENTINA;84836000;16588.8;142.5;U
488;ARGENTINA;84799000;34858.05;4102.25;KN
489;ARGENTINA;84182110;5000;7000;U
490;ARGENTINA;39023000;12432.14;7500;KN
491;ARGENTINA;48010010;593864.1;921269;KN
492;ARGENTINA;48195000;11880;6120;KN
493;ARGENTINA;68159900;93314.64;95211;KN
494;ARGENTINA;19012090;10850.5;4000;KN
495;ARGENTINA;48192010;31021.01;4916;KN
496;ARGENTINA;25051000;1200;1200;KN
497;ARGENTINA;85364190;5422.2;92.01;KN
498;ARGENTINA;85389000;1239.71;15.9;KN
499;ARGENTINA;28415000;365611;102400;KN
500;ARGENTINA;28111990;83135.4;84000;KN
501;ARGENTINA;35069110;146751.84;46944;KN
502;ARGENTINA;84821090;5000;25000;U
503;ARGENTINA;28299010;3900;100;KN
504;ARGENTINA;28369100;26802;4800;KN
505;ARGENTINA;34039900;12497.6;8960;KN
506;ARGENTINA;85366900;9191.91;487.52;KN
507;ARGENTINA;76061100;26658.44;3056;KN
508;ARGENTINA;60041000;33250;3500;KN
509;ARGENTINA;8121090;84588;31920;KN
510;ARGENTINA;70171000;7680;1057;KN
511;ARGENTINA;73142000;55933;25968;KN
512;ARGENTINA;84138100;8835;7;U
513;ARGENTINA;39232190;57522.8;8308;KN
514;ARGENTINA;85369019;8887.88;77.6;KN
515;ARGENTINA;84248900;15926;3;U
516;ARGENTINA;96190030;21484.36;10789;KN
517;ARGENTINA;40103900;730;6.79;KN
518;ARGENTINA;85319000;3926.8;14.58;KN
519;ARGENTINA;27101964;317.27;8.7;KN
520;ARGENTINA;48114190;36.61;6.16;KN
521;ARGENTINA;85061090;2370.48;4560;U
522;ARGENTINA;85131020;1124.2;6;U
523;ARGENTINA;39209200;113343.89;20129.96;KN
524;ARGENTINA;26131010;239378.46;20000;KN
525;ARGENTINA;70071100;1040.28;15;KN
526;ARGENTINA;12099124;13102.83;55.8;KN
527;ARGENTINA;85118000;2510.77;1;U
528;ARGENTINA;5119920;19478;600;KN
529;ARGENTINA;24022000;666775;25284.715;KN
530;ARGENTINA;35040090;2400;1.54;KN
531;ARGENTINA;34021100;820;100;KN
532;ARGENTINA;29161490;27288;480;KN
533;ARGENTINA;73209000;8420.16;550;KN
534;ARGENTINA;84821010;499.17;20;U
535;ARGENTINA;31023000;1947063.79;3940000;KN
536;ARGENTINA;84509000;320963.49;48875.4552;KN
537;ARGENTINA;44219090;102241.82;8034;KN
538;ARGENTINA;8044019;2683841.43;1076938.3;KN
539;ARGENTINA;39161000;35311.95;4520.7;KN
540;ARGENTINA;48059100;53111.08;69429;KN
541;ARGENTINA;84212900;32458.87;1816;U
542;ARGENTINA;85044000;26097.09;307.9385;U
543;ARGENTINA;39100090;3498.96;5.05;KN
544;ARGENTINA;47071090;76524.76;372880;KN
545;ARGENTINA;3075912;1767.15;297;KN
546;ARGENTINA;84822000;1192.92;9;U
547;ARGENTINA;84199000;57509.5;3951.01;KN
548;ARGENTINA;82055100;23493.12;3417.34;KN
549;ARGENTINA;40093100;2326.96;20.84;KN
550;ARGENTINA;40169990;4857.38;105.3078;KN
551;ARGENTINA;19041000;165475.99;50797.04;KN
552;ARGENTINA;85452000;1203.6;1.79;KN
553;ARGENTINA;84159000;161.66;1;KN
554;ARGENTINA;44152090;112675.96;1560;U
555;ARGENTINA;83021000;97681.92;13349.7;KN
556;ARGENTINA;48221000;72262.28;45237.26;KN
